timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,RotationX,RotationY,RotationZ,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ
224,2.24,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.01115417,0.05656433,-0.9875336,23.62326,13.21623,-22.07651,280.6995,293.0594,25,0.01636859,-0.004769988,-0.05142032,0.3878122,-0.0103979,-0.07781444,-0.01881483,0.01935258,-0.001548563,0.007116131,-0.06069187,-0.01420357
225,2.25,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.03288269,0.05764771,-1.015686,23.62326,13.21623,-22.07651,280.6995,293.0594,25,0.01636859,-0.004769988,-0.05142032,0.3878122,-0.0103979,-0.07781444,-0.01881483,0.01935258,-0.001548563,0.007116131,-0.06069187,-0.01420357
226,2.26,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.04777527,-0.01063538,-1.012131,23.62326,12.72079,-22.34933,280.7239,293.0839,25,-0.004246677,-0.009043296,-0.06507168,0.3878876,-0.01020108,-0.07797961,0.01419479,0.01650455,0.008587032,0.02132408,-0.02133627,0.009375689
227,2.27,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.03137207,0.0625,-0.9480896,23.62326,12.72079,-22.34933,280.7239,293.0839,25,0.003735083,0.02202141,-0.06651565,0.387867,-0.01012859,-0.07798183,-0.006420473,0.01223119,-0.005064466,0.04298032,-0.02025511,-0.01877622
228,2.28,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.08621216,0.06236267,-1.011429,23.5525,12.43769,-22.48575,280.7428,293.1028,25,-0.01057461,0.0006972156,-0.06152834,0.3877819,-0.009749128,-0.07806841,0.001561295,0.04329583,-0.006508628,-0.02165279,-0.01548913,0.04881723
229,2.29,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.08621216,0.06236267,-1.011429,23.5525,12.43769,-22.48575,280.7428,293.1028,25,0.00685258,-0.01615207,-0.05876931,0.3877819,-0.009749128,-0.07806841,0.001561295,0.04329583,-0.006508628,-0.02165279,-0.01548913,0.04881723
230,2.3,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.08621216,0.06236267,-1.011429,23.5525,12.43769,-22.48575,280.7428,293.1028,25,0.00685258,-0.01615207,-0.05876931,0.3877819,-0.009749128,-0.07806841,0.001561295,0.04329583,-0.006508628,-0.02165279,-0.01548913,0.04881723
231,2.31,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.08621216,0.06236267,-1.011429,23.5525,12.43769,-22.48575,280.7428,293.1028,25,0.00685258,-0.01615207,-0.05876931,0.3877819,-0.009749128,-0.07806841,0.001561295,0.04329583,-0.006508628,-0.02165279,-0.01548913,0.04881723
232,2.32,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.01777649,0.0375824,-1.023575,23.5525,12.15458,-23.09961,280.7688,293.1288,25,-0.0117504,-0.001801629,-0.06151556,0.3878214,-0.009058885,-0.07853077,-0.004202566,0.02096904,0.003474515,0.0001349684,-0.01855933,0.05615753
233,2.33,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.01502991,0.02230835,-1.040604,23.5525,12.15458,-23.09961,280.7688,293.1288,25,0.00263866,0.01581412,-0.06769703,0.3878317,-0.00885861,-0.0786088,-0.01392416,0.01947256,-0.001509189,0.02660763,-0.04094546,-0.02670203
234,2.34,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.0173645,0.04589844,-1.023499,23.44635,11.97764,-23.20187,280.7788,293.1388,25,0.001651959,0.0009981528,-0.06142714,0.3877507,-0.008509849,-0.07886723,0.000464897,0.03708828,-0.007690714,-0.006546612,-0.05647715,-0.04374814
235,2.35,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.07038879,0.04402161,-1.038681,23.44635,11.97764,-23.20187,280.7788,293.1388,25,0.00492525,0.02329121,-0.06528846,0.3877293,-0.008330323,-0.07886489,-0.0005217994,0.02227227,-0.001420968,-0.009060168,-0.03288472,-0.02664135
236,2.36,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.06828308,0.0227356,-0.9745636,23.51711,11.90685,-23.47467,280.7869,293.1469,25,0.01505592,0.001355815,-0.05517324,0.3877184,-0.007957331,-0.0789194,0.002751497,0.04456528,-0.005282417,-0.06245631,-0.0348159,-0.04182511
237,2.37,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.04400635,0.02597046,-1.035446,23.51711,11.90685,-23.47467,280.7869,293.1469,25,0.01505592,0.001355815,-0.05517324,0.3877184,-0.007957331,-0.0789194,0.002751497,0.04456528,-0.005282417,-0.06245631,-0.0348159,-0.04182511
238,2.38,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.04400635,0.02597046,-1.035446,23.51711,11.90685,-23.47467,280.7869,293.1469,25,0.01505592,0.001355815,-0.05517324,0.3877184,-0.007957331,-0.0789194,0.002751497,0.04456528,-0.005282417,-0.06245631,-0.0348159,-0.04182511
239,2.39,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.04400635,0.02597046,-1.035446,23.51711,11.90685,-23.47467,280.7869,293.1469,25,0.01505592,0.001355815,-0.05517324,0.3877184,-0.007957331,-0.0789194,0.002751497,0.04456528,-0.005282417,-0.06245631,-0.0348159,-0.04182511
240,2.4,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.0243988,0.02243042,-1.019638,23.37558,11.97763,-23.61111,280.7977,293.1577,25,-0.007994011,-0.005425125,-0.06390788,0.3876294,-0.008996355,-0.07585212,0.002823374,0.03841888,0.003373273,0.005247222,-0.02141234,0.01864493
241,2.41,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.0243988,0.02243042,-1.019638,23.62326,12.08379,-23.57703,280.8086,293.1685,25,-0.007994011,-0.005425125,-0.06390788,0.3876294,-0.008996355,-0.07585212,0.002823374,0.03841888,0.003373273,0.005247222,-0.02141234,0.01864493
242,2.42,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.005569458,0.01223755,-0.9591827,23.62326,12.08379,-23.57703,280.8086,293.1685,25,0.01665355,-0.01836409,-0.05497989,0.3874737,-0.009460778,-0.07310736,-0.01013209,0.01583211,-0.003903808,-0.01496344,-0.05061183,-0.02235385
243,2.43,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.03132629,-0.06454468,-0.900177,23.5525,12.36691,-24.05444,280.8259,293.1859,25,0.001812281,-0.008860869,-0.05764998,0.3875154,-0.009394006,-0.07299078,0.01451548,0.002893099,0.005024044,0.003799397,-0.06068844,0.03811061
244,2.44,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.001861572,0.03489685,-0.9615936,23.5525,12.36691,-24.05444,280.8259,293.1859,25,0.0188139,-0.0047098,-0.05140007,0.3875359,-0.009289901,-0.07292098,-0.0003257841,0.01239628,0.002353827,-0.02206122,-0.137401,0.09712241
245,2.45,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.008712769,0.09126282,-1.048279,23.48174,12.65001,-24.46371,280.8497,293.2097,25,0.0188139,-0.0047098,-0.05140007,0.3875359,-0.009289901,-0.07292098,-0.0003257841,0.01239628,0.002353827,-0.02206122,-0.137401,0.09712241
246,2.46,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.008712769,0.09126282,-1.048279,23.48174,12.65001,-24.46371,280.8497,293.2097,25,0.0188139,-0.0047098,-0.05140007,0.3875359,-0.009289901,-0.07292098,-0.0003257841,0.01239628,0.002353827,-0.02206122,-0.137401,0.09712241
247,2.47,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.008712769,0.09126282,-1.048279,23.51711,13.25161,-24.7706,280.8851,293.2451,25,-0.007848069,-0.0140551,-0.06137068,0.3875359,-0.009289901,-0.07292098,-0.0003257841,0.01239628,0.002353827,-0.02206122,-0.137401,0.09712241
248,2.48,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.04862976,-0.02552795,-0.9343414,23.51711,13.25161,-24.7706,280.8851,293.2451,25,0.003615774,0.02453277,-0.05671042,0.3875708,-0.009157079,-0.07063098,0.005831216,0.01374567,-0.004978959,-0.006307774,-0.05136145,0.1072518
249,2.49,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02520752,0.01664734,-1.044189,23.7648,13.42855,-25.21396,280.9201,293.2801,25,0.008076834,-0.0185641,-0.0525937,0.3875788,-0.00872328,-0.07071289,0.001490537,0.04578636,0.003292358,-0.05233379,-0.05022246,-0.01424056
250,2.5,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.03353882,0.01501465,-1.026688,23.7648,13.42855,-25.21396,280.9201,293.2801,25,-0.02296524,0.009036904,-0.0617097,0.3876729,-0.008626787,-0.07063061,0.005951602,0.002689445,0.007408942,-0.01660235,-0.05392456,-0.04671988
251,2.51,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.01228333,0.04994202,-0.9794922,23.58789,13.81783,-25.4527,280.9642,293.3242,25,0.006648581,-0.008708537,-0.0502384,0.3876729,-0.008626787,-0.07063061,0.005951602,0.002689445,0.007408942,-0.01660235,-0.05392456,-0.04671988
252,2.52,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02835083,-0.01396179,-1.017456,23.58789,13.81783,-25.4527,280.9642,293.3242,25,0.006648581,-0.008708537,-0.0502384,0.3876729,-0.008626787,-0.07063061,0.005951602,0.002689445,0.007408942,-0.01660235,-0.05392456,-0.04671988
253,2.53,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02835083,-0.01396179,-1.017456,23.58789,13.81783,-25.4527,280.9642,293.3242,25,-0.02159504,-0.002005094,-0.05299691,0.3876875,-0.009445489,-0.0682112,0.004541012,0.01253737,0.00976341,0.02170671,-0.0182163,0.01813783
254,2.54,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02835083,-0.01396179,-1.017456,23.58789,13.81783,-25.4527,280.9642,293.3242,25,-0.02159504,-0.002005094,-0.05299691,0.3876875,-0.009445489,-0.0682112,0.004541012,0.01253737,0.00976341,0.02170671,-0.0182163,0.01813783
255,2.55,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.0214386,0.006134033,-1.007782,24.04786,13.78244,-25.28214,281.0403,293.4003,25,-0.03858068,-0.009827331,-0.05184136,0.3878655,-0.009105568,-0.06854597,-0.01502522,0.01083738,0.01329823,-0.005350756,-0.06853808,-0.03264789
256,2.56,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.001312256,-0.008255005,-0.9843597,24.04786,13.78244,-25.28214,281.0403,293.4003,25,-0.009500029,0.005696768,-0.05419293,0.3878816,-0.01003861,-0.06782241,-0.04067987,0.01141175,0.008159837,-0.02134145,-0.02591557,-0.01289315
257,2.57,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.003463745,-0.008010864,-1.049728,24.15401,13.6055,-24.97519,281.0749,293.4349,25,-0.004362258,-0.005313539,-0.05896345,0.3879295,-0.009832345,-0.06801963,-0.01159921,0.02693581,0.005808136,-0.01162915,-0.06183316,-0.01014265
258,2.58,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02792358,0.05255127,-1.032608,24.15401,13.6055,-24.97519,281.0749,293.4349,25,-0.00672821,-0.009082179,-0.06017785,0.3879645,-0.009660441,-0.06821599,-0.006461434,0.01592545,0.001037485,0.01095008,-0.07641809,0.0132679
259,2.59,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.03935242,0.06835938,-0.9820862,24.15401,13.6055,-24.97519,281.0749,293.4349,25,-0.004535364,0.003332414,-0.0578151,0.387943,-0.009508136,-0.06822555,-0.008827382,0.01215677,-0.0001770451,0.006022127,-0.0761835,-0.05209995
260,2.6,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.08392334,0.008758545,-0.9218292,23.9771,14.06554,-24.32724,281.1205,293.4805,25,-0.002232262,0.01324097,-0.06402905,0.387922,-0.01008836,-0.06753726,-0.006629258,0.02456603,0.00218532,-0.02928722,0.0008734404,0.01558327
261,2.61,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.08392334,0.008758545,-0.9218292,23.9771,14.06554,-24.32724,281.1205,293.4805,25,-0.002232262,0.01324097,-0.06402905,0.387922,-0.01008836,-0.06753726,-0.006629258,0.02456603,0.00218532,-0.02928722,0.0008734404,0.01558327
262,2.62,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.08392334,0.008758545,-0.9218292,23.9771,14.06554,-24.32724,281.1205,293.4805,25,-0.002232262,0.01324097,-0.06402905,0.387922,-0.01008836,-0.06753726,-0.006629258,0.02456603,0.00218532,-0.02928722,0.0008734404,0.01558327
263,2.63,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.01991272,0.06710815,-0.9472961,24.22478,14.31326,-24.36136,281.1692,293.5292,25,-0.009429721,0.001993642,-0.05415858,0.3879351,-0.008975562,-0.06606688,0.005886649,0.01005695,0.002423269,0.008406544,-0.02398086,-0.05152296
264,2.64,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.008392334,0.05722046,-0.914444,24.11863,14.4902,-24.32727,281.2219,293.5819,25,0.02713122,0.01151045,-0.06007772,0.3879927,-0.008798762,-0.06612433,-0.01151551,0.0232297,0.005841041,0.02869214,0.001031996,0.05047981
265,2.65,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02436829,-0.001571655,-0.9823761,24.11863,14.4902,-24.32727,281.2219,293.5819,25,0.02713122,0.01151045,-0.06007772,0.3879927,-0.008798762,-0.06612433,-0.01151551,0.0232297,0.005841041,0.02869214,0.001031996,0.05047981
266,2.66,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.06144714,0.0335083,-1.022324,24.75552,14.63175,-24.46371,281.2701,293.6301,25,0.02060514,0.03357341,-0.06156296,0.3879929,-0.008371314,-0.06588754,0.02504544,0.03274646,-7.823315E-005,0.01674539,-0.008619422,0.08335127
267,2.67,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.04606628,0.07141113,-1.030563,24.75552,14.63175,-24.46371,281.2701,293.6301,25,0.009685917,0.02837039,-0.06037972,0.3879784,-0.007885696,-0.0656914,0.01851936,0.0548094,-0.001563542,-0.01649968,-0.06721582,0.01543597
268,2.68,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.0478363,0.03645325,-1.068115,24.79089,14.95024,-24.36142,281.3234,293.6834,25,0.006154831,0.01965546,-0.05664437,0.3879784,-0.007885696,-0.0656914,0.01851936,0.0548094,-0.001563542,-0.01649968,-0.06721582,0.01543597
269,2.69,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.0478363,0.03645325,-1.068115,24.79089,14.95024,-24.36142,281.3234,293.6834,25,0.006154831,0.01965546,-0.05664437,0.3878225,-0.009631017,-0.06404371,0.007609785,0.04959126,-0.0003807388,-0.05183602,-0.03049163,-0.02441999
270,2.7,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.0478363,0.03645325,-1.068115,24.79089,14.95024,-24.36142,281.3234,293.6834,25,0.006154831,0.01965546,-0.05664437,0.3878225,-0.009631017,-0.06404371,0.007609785,0.04959126,-0.0003807388,-0.05183602,-0.03049163,-0.02441999
271,2.71,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.0478363,0.03645325,-1.068115,24.79089,14.95024,-24.36142,281.3234,293.6834,25,0.006154831,0.01965546,-0.05664437,0.3878225,-0.009631017,-0.06404371,0.007609785,0.04959126,-0.0003807388,-0.05183602,-0.03049163,-0.02441999
272,2.72,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.01765442,0.1105957,-1.071289,25.07396,14.59636,-24.22504,281.4176,293.7776,25,-0.006964166,0.005703692,-0.06645785,0.3878875,-0.007946342,-0.05885285,0.02146877,0.03139123,-0.003785086,0.006879644,-0.03435905,-0.02660416
273,2.73,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.01841736,0.06382751,-1.005463,25.07396,14.59636,-24.22504,281.4176,293.7776,25,0.005316202,-0.0001299623,-0.05769978,0.3878875,-0.007946342,-0.05885285,0.02146877,0.03139123,-0.003785086,0.006879644,-0.03435905,-0.02660416
274,2.74,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.01493835,-0.01927185,-0.9511719,25.21548,14.52558,-24.02039,281.4582,293.8182,25,-0.004142281,-0.01642824,-0.0600889,0.3878212,-0.007377053,-0.05892861,0.003271136,0.02109137,0.002297051,-0.01105318,0.004933008,-0.007225598
275,2.75,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.01106262,-0.08158875,-0.9700623,25.21548,14.52558,-24.02039,281.4582,293.8182,25,0.01172883,-0.01480265,-0.0599688,0.3878067,-0.007675491,-0.05563326,-0.006164835,0.004790656,-9.305107E-005,-0.007274814,-0.07487642,0.04725158
276,2.76,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.02285767,0.02209473,-1.014023,24.82627,14.20709,-23.50885,281.4957,293.8557,25,-0.009218798,-0.009115734,-0.05405551,0.3878161,-0.00763171,-0.05548893,0.009620767,0.006369723,9.058123E-005,0.01868251,-0.1370492,0.02836955
277,2.77,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.02285767,0.02209473,-1.014023,24.82627,14.20709,-23.50885,281.4957,293.8557,25,-0.009218798,-0.009115734,-0.05405551,0.3878161,-0.00763171,-0.05548893,0.009620767,0.006369723,9.058123E-005,0.01868251,-0.1370492,0.02836955
278,2.78,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.02285767,0.02209473,-1.014023,24.82627,14.20709,-23.50885,281.4957,293.8557,25,-0.009218798,-0.009115734,-0.05405551,0.3878161,-0.00763171,-0.05548893,0.009620767,0.006369723,9.058123E-005,0.01868251,-0.1370492,0.02836955
279,2.79,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02482605,-0.01914978,-0.9977264,24.82627,13.85321,-23.7135,281.5258,293.8857,25,-0.007866179,-0.01404445,-0.05891365,0.3878928,-0.007377579,-0.05564154,-0.003945636,0.0122105,-7.819077E-005,0.01687232,-0.01191166,-0.07832647
280,2.8,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.06494141,0.02410889,-0.9346313,25.00319,13.53471,-24.08862,281.548,293.908,25,0.00992933,0.01602131,-0.06149372,0.3879102,-0.00745643,-0.05491454,-0.009969568,0.007126827,0.001145244,-0.004533028,-0.01468004,-0.07056595
281,2.81,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.04670715,0.03237915,-1.070114,25.00319,13.53471,-24.08862,281.548,293.908,25,0.007893077,-0.007470699,-0.05638232,0.3878818,-0.007163936,-0.05490027,0.007825946,0.03719254,-0.001434955,-0.01767297,-0.07402248,0.0007412959
282,2.82,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.0513916,0.0362854,-1.138443,24.79089,13.18085,-24.77066,281.5643,293.9243,25,-0.01282179,-0.01168542,-0.05652,0.3878949,-0.006920847,-0.05481936,0.005789699,0.01370046,0.003676253,-0.03979676,-0.02241276,-0.07164025
283,2.83,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.006881714,0.04919434,-1.031754,24.79089,13.18085,-24.77066,281.5643,293.9243,25,0.005152151,0.008510664,-0.05777994,0.3879411,-0.006818638,-0.05483559,-0.01492516,0.009485695,0.00353844,-0.04458326,-0.01852271,-0.1399693
284,2.84,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.006271362,0.001144409,-1.015625,24.93242,12.26074,-24.77066,281.5607,293.9207,25,0.01239808,0.01484712,-0.06146203,0.3879411,-0.006818638,-0.05483559,-0.01492516,0.009485695,0.00353844,-0.04458326,-0.01852271,-0.1399693
285,2.85,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02137756,-0.01184082,-1.103195,24.93242,12.26074,-24.77066,281.5607,293.9207,25,0.01239808,0.01484712,-0.06146203,0.3879411,-0.006818638,-0.05483559,-0.01492516,0.009485695,0.00353844,-0.04458326,-0.01852271,-0.1399693
286,2.86,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02137756,-0.01184082,-1.103195,24.93242,12.26074,-24.77066,281.5607,293.9207,25,0.01239808,0.01484712,-0.06146203,0.3879411,-0.006818638,-0.05483559,-0.01492516,0.009485695,0.00353844,-0.04458326,-0.01852271,-0.1399693
287,2.87,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02137756,-0.01184082,-1.103195,24.93242,12.26074,-24.77066,281.5607,293.9207,25,0.01239808,0.01484712,-0.06146203,0.3879411,-0.006818638,-0.05483559,-0.01492516,0.009485695,0.00353844,-0.04458326,-0.01852271,-0.1399693
288,2.88,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.0227356,0.05070496,-1.010376,25.7816,10.70367,-24.90707,281.4958,293.8558,25,0.03205434,0.01039112,-0.0612543,0.3878395,-0.006215564,-0.05544659,0.009045882,0.03598984,0.001043333,-0.03543526,0.04071219,-0.02925076
289,2.89,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02719116,-0.04016113,-1.010223,25.7816,10.70367,-24.90707,281.4958,293.8558,25,0.02830168,0.01523301,-0.06255899,0.3878411,-0.005902002,-0.05518806,0.02994291,0.03155323,-0.001195984,-0.01684261,-0.004455097,-0.01191584
290,2.9,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.01956177,0.00100708,-0.9868164,25.92313,10.13745,-24.77066,281.4427,293.8027,25,0.005015265,0.01713531,-0.06154565,0.3877955,-0.005558145,-0.0549428,0.02619026,0.03639508,-0.002500796,-0.02164143,-0.09507629,-0.01174779
291,2.91,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.02580261,0.04180908,-0.9697418,25.92313,10.13745,-24.77066,281.4427,293.8027,25,0.005015265,0.01713531,-0.06154565,0.3877955,-0.005558145,-0.0549428,0.02619026,0.03639508,-0.002500796,-0.02164143,-0.09507629,-0.01174779
292,2.92,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.008483887,-0.01049805,-0.9727783,26.34772,9.995895,-24.22504,281.3848,293.7448,25,0.01769777,-0.008464325,-0.0562899,0.3877802,-0.00515654,-0.05487128,0.002903847,0.03829733,-0.001487592,-0.01441301,-0.05383667,0.01166527
293,2.93,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.008483887,-0.01049805,-0.9727783,26.34772,9.995895,-24.22504,281.3848,293.7448,25,0.01176132,-0.01604235,-0.06118586,0.3877802,-0.00515654,-0.05487128,0.002903847,0.03829733,-0.001487592,-0.01441301,-0.05383667,0.01166527
294,2.94,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.008483887,-0.01049805,-0.9727783,26.34772,9.995895,-24.22504,281.3848,293.7448,25,0.01176132,-0.01604235,-0.06118586,0.3877802,-0.00515654,-0.05487128,0.002903847,0.03829733,-0.001487592,-0.01441301,-0.05383667,0.01166527
295,2.95,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.02534485,0.01811218,-0.9272766,26.41849,10.279,-24.08862,281.3333,293.6933,25,0.01074053,-0.02717649,-0.0598644,0.3877531,-0.005788235,-0.05423959,0.009652928,0.005114214,-0.00112814,0.0175137,-0.09315343,0.07479136
296,2.96,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.01255798,0.03599548,-0.9840851,26.2062,10.49133,-24.36145,281.2894,293.6494,25,0.004795021,-0.03474919,-0.06353184,0.387749,-0.00575863,-0.05408819,0.02068028,0.004150636,-0.001025739,0.04495,-0.05885309,0.1320049
297,2.97,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.003173828,0.02006531,-0.9347382,26.2062,10.49133,-24.36145,281.2894,293.6494,25,-0.03820198,-0.02835894,-0.05535514,0.3877815,-0.005186344,-0.05333484,0.002691043,-0.01358816,-0.003474812,0.01773693,-0.01731408,0.01447952
298,2.98,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.03121948,-0.0006561279,-0.9243469,26.06466,10.49133,-24.5661,281.2471,293.6071,25,-0.04451713,-0.01740536,-0.05673731,0.3877938,-0.005352365,-0.05356415,-0.04030595,-0.00719795,0.004701761,0.002170835,-0.03347324,0.06381332
299,2.99,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.026474,-0.06098938,-0.9124451,26.06466,10.49133,-24.5661,281.2471,293.6071,25,0.005995841,-0.03592684,-0.05736769,0.3878314,-0.005313865,-0.05424158,-0.04662111,0.003755608,0.003319516,-0.02591346,-0.05487112,0.07416826
300,3,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.02836609,0.04377747,-1.080338,26.13543,10.63287,-24.63431,281.2078,293.5678,25,-0.003637346,-0.04113705,-0.06477394,0.3878676,-0.005403665,-0.05414796,0.003891874,-0.01476592,0.002689015,-0.02107828,-0.1151109,0.08607471
301,3.01,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.02836609,0.04377747,-1.080338,26.13543,10.63287,-24.63431,281.2078,293.5678,25,-0.003637346,-0.04113705,-0.06477394,0.3878676,-0.005403665,-0.05414796,0.003891874,-0.01476592,0.002689015,-0.02107828,-0.1151109,0.08607471
302,3.02,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.02836609,0.04377747,-1.080338,26.13543,10.63287,-24.63431,281.2078,293.5678,25,-0.003637346,-0.04113705,-0.06477394,0.3878676,-0.005403665,-0.05414796,0.003891874,-0.01476592,0.002689015,-0.02107828,-0.1151109,0.08607471
303,3.03,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,0.02836609,0.04377747,-1.080338,26.13543,10.63287,-24.63431,281.2078,293.5678,25,-0.003637346,-0.04113705,-0.06477394,0.3878676,-0.005403665,-0.05414796,0.003891874,-0.01476592,0.002689015,-0.02107828,-0.1151109,0.08607471
304,3.04,40.68331,-75.28874,108.8555,20.9,273.5324,8,10,1422118168,-0.04141235,-0.07368469,-1.021866,26.63078,10.42056,-25.72556,281.117,293.477,25,-0.05864627,-0.04493871,-0.06029237,0.387869,-0.005888402,-0.05070375,-0.07281448,-0.03392129,0.007124154,-0.01879266,-0.03247829,-0.1675165
305,3.05,40.68332,-75.289,110.0222,20.88,270.7072,8,10,1422118169,-0.006774902,-0.01721191,-1.058075,26.63078,10.42056,-25.72556,281.117,293.477,25,-0.006310094,-0.03251933,-0.05627472,0.3878757,-0.006125341,-0.05135538,-0.06072106,-0.02377735,-0.000237485,-0.03529513,-0.1250175,-0.02320298
